payment_id,observation_at,observed_status_at_snapshot,amount,payment_method,bank,hour_of_day,day_of_week,previous_payment_count,previous_success_rate,merchant_type,event_count,duplicate_event_count,event_order_anomaly,time_since_payment_sec,time_since_last_event_sec,source,true_final_state,final_observed_state,resolved_at,time_to_resolution_sec,scenario,incident_id,is_hard_negative
P0000414,2026-01-01T20:36:09.524528,SUCCESS,717.17,UPI,BANK_B,20,3,9,0.82,small,3,0,False,180,173.17,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T20:33:15.711244,6.19,normal_success,,False
P0000414,2026-01-01T20:43:09.524528,SUCCESS,717.17,UPI,BANK_B,20,3,9,0.82,small,3,0,False,600,593.17,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T20:33:15.711244,6.19,normal_success,,False
P0000415,2026-01-01T06:54:42.242860,PENDING,620.55,UPI,BANK_B,6,3,0,0.843,stable,2,0,False,5,3.43,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T06:54:42.144583,4.9,normal_success,,False
P0000415,2026-01-01T06:54:52.242860,SUCCESS,620.55,UPI,BANK_B,6,3,0,0.843,stable,4,1,False,15,9.06,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T06:54:42.144583,4.9,normal_success,,False
P0000415,2026-01-01T06:55:07.242860,SUCCESS,620.55,UPI,BANK_B,6,3,0,0.843,stable,4,1,False,30,24.06,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T06:54:42.144583,4.9,normal_success,,False
P0000415,2026-01-01T06:55:37.242860,SUCCESS,620.55,UPI,BANK_B,6,3,0,0.843,stable,4,1,False,60,54.06,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T06:54:42.144583,4.9,normal_success,,False
P0000415,2026-01-01T06:57:37.242860,SUCCESS,620.55,UPI,BANK_B,6,3,0,0.843,stable,4,1,False,180,174.06,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T06:54:42.144583,4.9,normal_success,,False
P0000415,2026-01-01T07:04:37.242860,SUCCESS,620.55,UPI,BANK_B,6,3,0,0.843,stable,4,1,False,600,594.06,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T06:54:42.144583,4.9,normal_success,,False
P0000416,2026-01-01T17:40:02.192033,PENDING,195.3,NETBANKING,BANK_C,17,3,0,0.873,high_volume,1,0,False,5,2.48,SYNTHETIC,FAILED,FAILED,2026-01-01T17:40:03.054328,5.86,genuine_failure,,False
P0000416,2026-01-01T17:40:12.192033,FAILED,195.3,NETBANKING,BANK_C,17,3,0,0.873,high_volume,2,0,False,15,6.06,SYNTHETIC,FAILED,FAILED,2026-01-01T17:40:03.054328,5.86,genuine_failure,,False
P0000416,2026-01-01T17:40:27.192033,FAILED,195.3,NETBANKING,BANK_C,17,3,0,0.873,high_volume,2,0,False,30,21.06,SYNTHETIC,FAILED,FAILED,2026-01-01T17:40:03.054328,5.86,genuine_failure,,False
P0000416,2026-01-01T17:40:57.192033,FAILED,195.3,NETBANKING,BANK_C,17,3,0,0.873,high_volume,2,0,False,60,51.06,SYNTHETIC,FAILED,FAILED,2026-01-01T17:40:03.054328,5.86,genuine_failure,,False
P0000416,2026-01-01T17:42:57.192033,FAILED,195.3,NETBANKING,BANK_C,17,3,0,0.873,high_volume,2,0,False,180,171.06,SYNTHETIC,FAILED,FAILED,2026-01-01T17:40:03.054328,5.86,genuine_failure,,False
P0000416,2026-01-01T17:49:57.192033,FAILED,195.3,NETBANKING,BANK_C,17,3,0,0.873,high_volume,2,0,False,600,591.06,SYNTHETIC,FAILED,FAILED,2026-01-01T17:40:03.054328,5.86,genuine_failure,,False
P0000417,2026-01-01T08:51:28.631421,PENDING,1654.69,WALLET,BANK_E,8,3,0,0.925,subscription_heavy,1,0,False,5,4.31,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T08:51:32.331724,8.7,normal_success,INC0000,False
P0000417,2026-01-01T08:51:38.631421,SUCCESS,1654.69,WALLET,BANK_E,8,3,0,0.925,subscription_heavy,3,0,False,15,4.4,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T08:51:32.331724,8.7,normal_success,INC0000,False
P0000417,2026-01-01T08:51:53.631421,SUCCESS,1654.69,WALLET,BANK_E,8,3,0,0.925,subscription_heavy,3,0,False,30,19.4,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T08:51:32.331724,8.7,normal_success,INC0000,False
P0000417,2026-01-01T08:52:23.631421,SUCCESS,1654.69,WALLET,BANK_E,8,3,0,0.925,subscription_heavy,3,0,False,60,49.4,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T08:51:32.331724,8.7,normal_success,INC0000,False
P0000417,2026-01-01T08:54:23.631421,SUCCESS,1654.69,WALLET,BANK_E,8,3,0,0.925,subscription_heavy,3,0,False,180,169.4,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T08:51:32.331724,8.7,normal_success,INC0000,False
P0000417,2026-01-01T09:01:23.631421,SUCCESS,1654.69,WALLET,BANK_E,8,3,0,0.925,subscription_heavy,3,0,False,600,589.4,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T08:51:32.331724,8.7,normal_success,INC0000,False
P0000418,2026-01-01T04:08:05.208418,PENDING,259.61,CARD,BANK_A,4,3,12,0.92,high_volume,1,0,False,5,4.04,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:08:06.577997,6.37,normal_success,,False
P0000418,2026-01-01T04:08:15.208418,SUCCESS,259.61,CARD,BANK_A,4,3,12,0.92,high_volume,3,0,False,15,8.38,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:08:06.577997,6.37,normal_success,,False
P0000418,2026-01-01T04:08:30.208418,SUCCESS,259.61,CARD,BANK_A,4,3,12,0.92,high_volume,3,0,False,30,23.38,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:08:06.577997,6.37,normal_success,,False
P0000418,2026-01-01T04:09:00.208418,SUCCESS,259.61,CARD,BANK_A,4,3,12,0.92,high_volume,3,0,False,60,53.38,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:08:06.577997,6.37,normal_success,,False
P0000418,2026-01-01T04:11:00.208418,SUCCESS,259.61,CARD,BANK_A,4,3,12,0.92,high_volume,3,0,False,180,173.38,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:08:06.577997,6.37,normal_success,,False
P0000418,2026-01-01T04:18:00.208418,SUCCESS,259.61,CARD,BANK_A,4,3,12,0.92,high_volume,3,0,False,600,593.38,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:08:06.577997,6.37,normal_success,,False
P0000419,2026-01-01T12:11:08.998103,PENDING,590.87,CARD,BANK_D,12,3,14,0.918,volatile,2,0,False,5,0.26,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T12:11:10.985011,6.99,normal_success,,False
P0000419,2026-01-01T12:11:18.998103,SUCCESS,590.87,CARD,BANK_D,12,3,14,0.918,volatile,4,1,False,15,5.54,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T12:11:10.985011,6.99,normal_success,,False
P0000419,2026-01-01T12:11:33.998103,SUCCESS,590.87,CARD,BANK_D,12,3,14,0.918,volatile,4,1,False,30,20.54,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T12:11:10.985011,6.99,normal_success,,False
P0000419,2026-01-01T12:12:03.998103,SUCCESS,590.87,CARD,BANK_D,12,3,14,0.918,volatile,4,1,False,60,50.54,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T12:11:10.985011,6.99,normal_success,,False
P0000419,2026-01-01T12:14:03.998103,SUCCESS,590.87,CARD,BANK_D,12,3,14,0.918,volatile,4,1,False,180,170.54,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T12:11:10.985011,6.99,normal_success,,False
P0000419,2026-01-01T12:21:03.998103,SUCCESS,590.87,CARD,BANK_D,12,3,14,0.918,volatile,4,1,False,600,590.54,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T12:11:10.985011,6.99,normal_success,,False
P0000420,2026-01-01T19:14:47.376800,PENDING,1017.17,CARD,BANK_A,19,3,0,0.833,volatile,1,0,False,5,4.63,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T19:14:52.480123,10.1,normal_success,,False
P0000420,2026-01-01T19:14:57.376800,SUCCESS,1017.17,CARD,BANK_A,19,3,0,0.833,volatile,3,0,False,15,4.09,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T19:14:52.480123,10.1,normal_success,,False
P0000420,2026-01-01T19:15:12.376800,SUCCESS,1017.17,CARD,BANK_A,19,3,0,0.833,volatile,3,0,False,30,19.09,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T19:14:52.480123,10.1,normal_success,,False
P0000420,2026-01-01T19:15:42.376800,SUCCESS,1017.17,CARD,BANK_A,19,3,0,0.833,volatile,3,0,False,60,49.09,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T19:14:52.480123,10.1,normal_success,,False
P0000420,2026-01-01T19:17:42.376800,SUCCESS,1017.17,CARD,BANK_A,19,3,0,0.833,volatile,3,0,False,180,169.09,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T19:14:52.480123,10.1,normal_success,,False
P0000420,2026-01-01T19:24:42.376800,SUCCESS,1017.17,CARD,BANK_A,19,3,0,0.833,volatile,3,0,False,600,589.09,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T19:14:52.480123,10.1,normal_success,,False
P0000421,2026-01-01T16:17:04.109612,PENDING,297.88,UPI,BANK_C,16,3,13,0.854,subscription_heavy,1,0,False,5,3.79,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:17:06.813601,7.7,normal_success,,False
P0000421,2026-01-01T16:17:14.109612,SUCCESS,297.88,UPI,BANK_C,16,3,13,0.854,subscription_heavy,3,0,False,15,6.33,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:17:06.813601,7.7,normal_success,,False
P0000421,2026-01-01T16:17:29.109612,SUCCESS,297.88,UPI,BANK_C,16,3,13,0.854,subscription_heavy,3,0,False,30,21.33,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:17:06.813601,7.7,normal_success,,False
P0000421,2026-01-01T16:17:59.109612,SUCCESS,297.88,UPI,BANK_C,16,3,13,0.854,subscription_heavy,3,0,False,60,51.33,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:17:06.813601,7.7,normal_success,,False
P0000421,2026-01-01T16:19:59.109612,SUCCESS,297.88,UPI,BANK_C,16,3,13,0.854,subscription_heavy,3,0,False,180,171.33,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:17:06.813601,7.7,normal_success,,False
P0000421,2026-01-01T16:26:59.109612,SUCCESS,297.88,UPI,BANK_C,16,3,13,0.854,subscription_heavy,3,0,False,600,591.33,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:17:06.813601,7.7,normal_success,,False
P0000422,2026-01-01T18:21:51.175372,PENDING,4111.93,NETBANKING,BANK_D,18,3,11,0.689,stable,2,0,False,5,3.08,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:21:52.533920,6.36,normal_success,,True
P0000422,2026-01-01T18:22:01.175372,SUCCESS,4111.93,NETBANKING,BANK_D,18,3,11,0.689,stable,4,1,False,15,7.64,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:21:52.533920,6.36,normal_success,,True
P0000422,2026-01-01T18:22:16.175372,SUCCESS,4111.93,NETBANKING,BANK_D,18,3,11,0.689,stable,4,1,False,30,22.64,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:21:52.533920,6.36,normal_success,,True
P0000422,2026-01-01T18:22:46.175372,SUCCESS,4111.93,NETBANKING,BANK_D,18,3,11,0.689,stable,4,1,False,60,52.64,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:21:52.533920,6.36,normal_success,,True
P0000422,2026-01-01T18:24:46.175372,SUCCESS,4111.93,NETBANKING,BANK_D,18,3,11,0.689,stable,4,1,False,180,172.64,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:21:52.533920,6.36,normal_success,,True
P0000422,2026-01-01T18:31:46.175372,SUCCESS,4111.93,NETBANKING,BANK_D,18,3,11,0.689,stable,4,1,False,600,592.64,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:21:52.533920,6.36,normal_success,,True
P0000423,2026-01-01T14:53:26.733912,PENDING,1163.43,CARD,BANK_B,14,3,1,0.801,volatile,1,0,False,5,4.57,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:53:28.301190,6.57,normal_success,,False
P0000423,2026-01-01T14:53:36.733912,SUCCESS,1163.43,CARD,BANK_B,14,3,1,0.801,volatile,4,1,False,15,7.38,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:53:28.301190,6.57,normal_success,,False
P0000423,2026-01-01T14:53:51.733912,SUCCESS,1163.43,CARD,BANK_B,14,3,1,0.801,volatile,4,1,False,30,22.38,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:53:28.301190,6.57,normal_success,,False
P0000423,2026-01-01T14:54:21.733912,SUCCESS,1163.43,CARD,BANK_B,14,3,1,0.801,volatile,4,1,False,60,52.38,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:53:28.301190,6.57,normal_success,,False
P0000423,2026-01-01T14:56:21.733912,SUCCESS,1163.43,CARD,BANK_B,14,3,1,0.801,volatile,4,1,False,180,172.38,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:53:28.301190,6.57,normal_success,,False
P0000423,2026-01-01T15:03:21.733912,SUCCESS,1163.43,CARD,BANK_B,14,3,1,0.801,volatile,4,1,False,600,592.38,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:53:28.301190,6.57,normal_success,,False
P0000424,2026-01-01T05:51:28.525297,PENDING,337.98,CARD,BANK_D,5,3,18,0.891,upi_heavy,2,0,False,5,1.09,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T05:51:29.615530,6.09,normal_success,,False
P0000424,2026-01-01T05:51:38.525297,SUCCESS,337.98,CARD,BANK_D,5,3,18,0.891,upi_heavy,3,0,False,15,8.09,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T05:51:29.615530,6.09,normal_success,,False
P0000424,2026-01-01T05:51:53.525297,SUCCESS,337.98,CARD,BANK_D,5,3,18,0.891,upi_heavy,3,0,False,30,23.09,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T05:51:29.615530,6.09,normal_success,,False
P0000424,2026-01-01T05:52:23.525297,SUCCESS,337.98,CARD,BANK_D,5,3,18,0.891,upi_heavy,3,0,False,60,53.09,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T05:51:29.615530,6.09,normal_success,,False
P0000424,2026-01-01T05:54:23.525297,SUCCESS,337.98,CARD,BANK_D,5,3,18,0.891,upi_heavy,3,0,False,180,173.09,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T05:51:29.615530,6.09,normal_success,,False
P0000424,2026-01-01T06:01:23.525297,SUCCESS,337.98,CARD,BANK_D,5,3,18,0.891,upi_heavy,3,0,False,600,593.09,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T05:51:29.615530,6.09,normal_success,,False
P0000425,2026-01-01T23:41:05.185691,PENDING,600.29,UPI,BANK_A,23,3,11,0.867,subscription_heavy,1,0,False,5,1.07,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T23:41:07.378628,7.19,normal_success,,False
P0000425,2026-01-01T23:41:15.185691,SUCCESS,600.29,UPI,BANK_A,23,3,11,0.867,subscription_heavy,3,0,False,15,6.93,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T23:41:07.378628,7.19,normal_success,,False
P0000425,2026-01-01T23:41:30.185691,SUCCESS,600.29,UPI,BANK_A,23,3,11,0.867,subscription_heavy,3,0,False,30,21.93,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T23:41:07.378628,7.19,normal_success,,False
P0000425,2026-01-01T23:42:00.185691,SUCCESS,600.29,UPI,BANK_A,23,3,11,0.867,subscription_heavy,3,0,False,60,51.93,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T23:41:07.378628,7.19,normal_success,,False
P0000425,2026-01-01T23:44:00.185691,SUCCESS,600.29,UPI,BANK_A,23,3,11,0.867,subscription_heavy,3,0,False,180,171.93,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T23:41:07.378628,7.19,normal_success,,False
P0000425,2026-01-01T23:51:00.185691,SUCCESS,600.29,UPI,BANK_A,23,3,11,0.867,subscription_heavy,3,0,False,600,591.93,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T23:41:07.378628,7.19,normal_success,,False
P0000426,2026-01-01T18:11:53.194161,SUCCESS,891.14,WALLET,BANK_D,18,3,13,0.929,volatile,2,0,False,5,1.34,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:11:51.325465,3.13,normal_success,,False
P0000426,2026-01-01T18:12:03.194161,SUCCESS,891.14,WALLET,BANK_D,18,3,13,0.929,volatile,2,0,False,15,11.34,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:11:51.325465,3.13,normal_success,,False
P0000426,2026-01-01T18:12:18.194161,SUCCESS,891.14,WALLET,BANK_D,18,3,13,0.929,volatile,4,1,False,30,1.81,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:11:51.325465,3.13,normal_success,,False
P0000426,2026-01-01T18:12:48.194161,SUCCESS,891.14,WALLET,BANK_D,18,3,13,0.929,volatile,4,1,False,60,31.81,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:11:51.325465,3.13,normal_success,,False
P0000426,2026-01-01T18:14:48.194161,SUCCESS,891.14,WALLET,BANK_D,18,3,13,0.929,volatile,4,1,False,180,151.81,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:11:51.325465,3.13,normal_success,,False
P0000426,2026-01-01T18:21:48.194161,SUCCESS,891.14,WALLET,BANK_D,18,3,13,0.929,volatile,4,1,False,600,571.81,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:11:51.325465,3.13,normal_success,,False
P0000427,2026-01-01T14:51:04.010385,PENDING,1553.11,UPI,BANK_E,14,3,0,0.924,stable,2,0,False,5,0.17,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:51:07.043766,8.03,normal_success,,False
P0000427,2026-01-01T14:51:14.010385,SUCCESS,1553.11,UPI,BANK_E,14,3,0,0.924,stable,3,0,False,15,5.22,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:51:07.043766,8.03,normal_success,,False
P0000427,2026-01-01T14:51:29.010385,SUCCESS,1553.11,UPI,BANK_E,14,3,0,0.924,stable,3,0,False,30,20.22,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:51:07.043766,8.03,normal_success,,False
P0000427,2026-01-01T14:51:59.010385,SUCCESS,1553.11,UPI,BANK_E,14,3,0,0.924,stable,3,0,False,60,50.22,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:51:07.043766,8.03,normal_success,,False
P0000427,2026-01-01T14:53:59.010385,SUCCESS,1553.11,UPI,BANK_E,14,3,0,0.924,stable,3,0,False,180,170.22,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:51:07.043766,8.03,normal_success,,False
P0000427,2026-01-01T15:00:59.010385,SUCCESS,1553.11,UPI,BANK_E,14,3,0,0.924,stable,3,0,False,600,590.22,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:51:07.043766,8.03,normal_success,,False
P0000428,2026-01-01T09:17:43.322457,PENDING,1524.59,WALLET,BANK_D,9,3,0,0.859,high_ticket,1,0,False,5,3.75,SYNTHETIC,FAILED,FAILED,2026-01-01T09:17:44.484228,6.16,genuine_failure,INC0000,False
P0000428,2026-01-01T09:17:53.322457,FAILED,1524.59,WALLET,BANK_D,9,3,0,0.859,high_ticket,2,0,False,15,8.38,SYNTHETIC,FAILED,FAILED,2026-01-01T09:17:44.484228,6.16,genuine_failure,INC0000,False
P0000428,2026-01-01T09:18:08.322457,FAILED,1524.59,WALLET,BANK_D,9,3,0,0.859,high_ticket,2,0,False,30,23.38,SYNTHETIC,FAILED,FAILED,2026-01-01T09:17:44.484228,6.16,genuine_failure,INC0000,False
P0000428,2026-01-01T09:18:38.322457,FAILED,1524.59,WALLET,BANK_D,9,3,0,0.859,high_ticket,2,0,False,60,53.38,SYNTHETIC,FAILED,FAILED,2026-01-01T09:17:44.484228,6.16,genuine_failure,INC0000,False
P0000428,2026-01-01T09:20:38.322457,FAILED,1524.59,WALLET,BANK_D,9,3,0,0.859,high_ticket,2,0,False,180,173.38,SYNTHETIC,FAILED,FAILED,2026-01-01T09:17:44.484228,6.16,genuine_failure,INC0000,False
P0000428,2026-01-01T09:27:38.322457,FAILED,1524.59,WALLET,BANK_D,9,3,0,0.859,high_ticket,2,0,False,600,593.38,SYNTHETIC,FAILED,FAILED,2026-01-01T09:17:44.484228,6.16,genuine_failure,INC0000,False
P0000429,2026-01-01T15:36:03.376376,SUCCESS,544.0,CARD,BANK_B,15,3,0,0.92,stable,3,0,False,5,0.15,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:36:01.715124,3.34,normal_success,,False
P0000429,2026-01-01T15:36:13.376376,SUCCESS,544.0,CARD,BANK_B,15,3,0,0.92,stable,3,0,False,15,10.15,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:36:01.715124,3.34,normal_success,,False
P0000429,2026-01-01T15:36:28.376376,SUCCESS,544.0,CARD,BANK_B,15,3,0,0.92,stable,3,0,False,30,25.15,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:36:01.715124,3.34,normal_success,,False
P0000429,2026-01-01T15:36:58.376376,SUCCESS,544.0,CARD,BANK_B,15,3,0,0.92,stable,3,0,False,60,55.15,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:36:01.715124,3.34,normal_success,,False
P0000429,2026-01-01T15:38:58.376376,SUCCESS,544.0,CARD,BANK_B,15,3,0,0.92,stable,3,0,False,180,175.15,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:36:01.715124,3.34,normal_success,,False
P0000429,2026-01-01T15:45:58.376376,SUCCESS,544.0,CARD,BANK_B,15,3,0,0.92,stable,3,0,False,600,595.15,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:36:01.715124,3.34,normal_success,,False
P0000430,2026-01-01T16:15:07.339665,PENDING,146.06,UPI,BANK_A,16,3,10,0.809,upi_heavy,2,0,False,5,0.25,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:15:10.318422,7.98,normal_success,,False
P0000430,2026-01-01T16:15:17.339665,SUCCESS,146.06,UPI,BANK_A,16,3,10,0.809,upi_heavy,3,0,False,15,3.97,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:15:10.318422,7.98,normal_success,,False
P0000430,2026-01-01T16:15:32.339665,SUCCESS,146.06,UPI,BANK_A,16,3,10,0.809,upi_heavy,3,0,False,30,18.97,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:15:10.318422,7.98,normal_success,,False
P0000430,2026-01-01T16:16:02.339665,SUCCESS,146.06,UPI,BANK_A,16,3,10,0.809,upi_heavy,3,0,False,60,48.97,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:15:10.318422,7.98,normal_success,,False
P0000430,2026-01-01T16:18:02.339665,SUCCESS,146.06,UPI,BANK_A,16,3,10,0.809,upi_heavy,3,0,False,180,168.97,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:15:10.318422,7.98,normal_success,,False
P0000430,2026-01-01T16:25:02.339665,SUCCESS,146.06,UPI,BANK_A,16,3,10,0.809,upi_heavy,3,0,False,600,588.97,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:15:10.318422,7.98,normal_success,,False
P0000431,2026-01-01T04:46:13.846758,PENDING,298.17,UPI,BANK_B,4,3,10,0.894,stable,2,0,False,5,3.07,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:46:14.532299,5.69,normal_success,,False
P0000431,2026-01-01T04:46:23.846758,SUCCESS,298.17,UPI,BANK_B,4,3,10,0.894,stable,3,0,False,15,8.32,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:46:14.532299,5.69,normal_success,,False
P0000431,2026-01-01T04:46:38.846758,SUCCESS,298.17,UPI,BANK_B,4,3,10,0.894,stable,3,0,False,30,23.32,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:46:14.532299,5.69,normal_success,,False
P0000431,2026-01-01T04:47:08.846758,SUCCESS,298.17,UPI,BANK_B,4,3,10,0.894,stable,3,0,False,60,53.32,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:46:14.532299,5.69,normal_success,,False
P0000431,2026-01-01T04:49:08.846758,SUCCESS,298.17,UPI,BANK_B,4,3,10,0.894,stable,3,0,False,180,173.32,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:46:14.532299,5.69,normal_success,,False
P0000431,2026-01-01T04:56:08.846758,SUCCESS,298.17,UPI,BANK_B,4,3,10,0.894,stable,3,0,False,600,593.32,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:46:14.532299,5.69,normal_success,,False
P0000432,2026-01-01T15:23:16.282713,PENDING,703.16,CARD,BANK_C,15,3,11,0.879,stable,2,0,False,5,1.8,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:23:15.621940,4.34,normal_success,,False
P0000432,2026-01-01T15:23:26.282713,SUCCESS,703.16,CARD,BANK_C,15,3,11,0.879,stable,3,0,False,15,8.76,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:23:15.621940,4.34,normal_success,,False
P0000432,2026-01-01T15:23:41.282713,SUCCESS,703.16,CARD,BANK_C,15,3,11,0.879,stable,3,0,False,30,23.76,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:23:15.621940,4.34,normal_success,,False
P0000432,2026-01-01T15:24:11.282713,SUCCESS,703.16,CARD,BANK_C,15,3,11,0.879,stable,3,0,False,60,53.76,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:23:15.621940,4.34,normal_success,,False
P0000432,2026-01-01T15:26:11.282713,SUCCESS,703.16,CARD,BANK_C,15,3,11,0.879,stable,3,0,False,180,173.76,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:23:15.621940,4.34,normal_success,,False
P0000432,2026-01-01T15:33:11.282713,SUCCESS,703.16,CARD,BANK_C,15,3,11,0.879,stable,3,0,False,600,593.76,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:23:15.621940,4.34,normal_success,,False
P0000433,2026-01-01T02:14:33.652930,PENDING,216.02,NETBANKING,BANK_A,2,3,0,0.894,volatile,1,0,False,5,3.72,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T02:14:35.077711,6.42,normal_success,INC0001,False
P0000433,2026-01-01T02:14:43.652930,SUCCESS,216.02,NETBANKING,BANK_A,2,3,0,0.894,volatile,3,0,False,15,6.5,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T02:14:35.077711,6.42,normal_success,INC0001,False
P0000433,2026-01-01T02:14:58.652930,SUCCESS,216.02,NETBANKING,BANK_A,2,3,0,0.894,volatile,3,0,False,30,21.5,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T02:14:35.077711,6.42,normal_success,INC0001,False
P0000433,2026-01-01T02:15:28.652930,SUCCESS,216.02,NETBANKING,BANK_A,2,3,0,0.894,volatile,3,0,False,60,51.5,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T02:14:35.077711,6.42,normal_success,INC0001,False
